Unique_ID,Study_ID,Title,Year,First_Author,QA_Blank_Corrected,N_Replicates,Latitude,Longitude,Range_Year,Range_Month,Samp_Year_Start,Samp_Year_End,Samp_Month_Start,Samp_Month_End,Season_Calculated,Season_WetDry,Sampling_Gear,Gear_Category,Mesh_Size_um,Sample_Depth,Sample_Volume,Digestion_Category,Separation_Category,Std_Value_m3,Shape_Fiber,Shape_Fragment,Shape_Pellet,Shape_Film,Shape_Other,Poly_PE,Poly_PP,Poly_PS,Poly_PET,Poly_PVC,Poly_PA,Poly_PC,Poly_PU,Poly_PMMA,Poly_EPS,Poly_XPS,Poly_Rayon,Poly_CA,Poly_Other,Water_Body_Type,Note,Row_Reason,Study_Reason,Final_Reason
REC_01348,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,4000,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 20: 4 | Study area coordinates mentioned in text | Individual site coordinates not reported | Polymer composition not reported per site. Shape % calculated from counts (4 Fibers).,NA,NA,NA
REC_01532,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,3000,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 2: 3 | Study area coordinates mentioned in text | Individual site coordinates not reported | Polymer composition not reported per site.,NA,NA,NA
REC_01533,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,3000,33.33,0,0,66.67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 4: 3 | Study area coordinates mentioned in text | Individual site coordinates not reported | Polymer composition not reported per site. Shape % calculated from counts (1 Fiber, 2 Sheets).",NA,NA,NA
REC_01534,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,3000,33.33,33.33,0,33.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 8: 3 | Study area coordinates mentioned in text | Individual site coordinates not reported | Polymer composition not reported per site. Shape % calculated from counts (1 Fiber, 1 Sheet, 1 Fragment).",NA,NA,NA
REC_01535,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,3000,33.33,0,0,66.67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 10: 3 | Study area coordinates mentioned in text | Individual site coordinates not reported | Polymer composition not reported per site. Shape % calculated from counts (1 Fiber, 2 Sheets).",NA,NA,NA
REC_01536,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,3000,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 11: 3 | Study area coordinates mentioned in text | Individual site coordinates not reported | Polymer composition not reported per site. Shape % calculated from counts (3 Fibers).,NA,NA,NA
REC_01537,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,3000,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 15: 3 | Study area coordinates mentioned in text | Individual site coordinates not reported | Polymer composition not reported per site. Shape % calculated from counts (3 Fibers).,NA,NA,NA
REC_01538,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,3000,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 19: 3 | Study area coordinates mentioned in text | Individual site coordinates not reported | Polymer composition not reported per site. Shape % calculated from counts (3 Fragments).,NA,NA,NA
REC_01762,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,2000,50,0,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 1: 2 | Study area coordinates mentioned in text | Individual site coordinates not reported | Polymer composition not reported per site. Shape percentages calculated from counts (1 Fiber, 1 Sheet).",NA,NA,NA
REC_01763,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,2000,50,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 5: 2 | Study area coordinates mentioned in text | Individual site coordinates not reported | Polymer composition not reported per site. Shape % calculated from counts (1 Fiber, 1 Fragment).",NA,NA,NA
REC_01764,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,2000,0,50,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 17: 2 | Study area coordinates mentioned in text | Individual site coordinates not reported | Polymer composition not reported per site. Shape % calculated from counts (1 Sheet, 1 Fragment).",NA,NA,NA
REC_02168,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,1000,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 6: 1 | Study area coordinates mentioned in text | Individual site coordinates not reported | Polymer composition not reported per site. Shape % calculated from counts (1 Fiber).,NA,NA,NA
REC_02169,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,1000,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 16: 1 | Study area coordinates mentioned in text | Individual site coordinates not reported | Polymer composition not reported per site. Shape % calculated from counts (1 Fiber).,NA,NA,NA
REC_04343,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 3: 0 | Study area coordinates mentioned in text | Individual site coordinates not reported | No MPs detected.,NA,NA,NA
REC_04344,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 7: 0 | Study area coordinates mentioned in text | Individual site coordinates not reported | No MPs detected.,NA,NA,NA
REC_04345,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 13: 0 | Study area coordinates mentioned in text | Individual site coordinates not reported | No MPs detected.,NA,NA,NA
REC_04346,Bilal_2023_Microplast,"Microplastics in the Surface Water and Gastrointestinal Tract of Salmo trutta from the Mahodand Lake, Kalam Swat in Pakistan",2023,Muhammad Bilal,NR,1,35.7138,72.6502,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Glass jar,Bulk Water,50,0.025 m,1 L,Oxidative,NaCl,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake Mahodand | Khyber Pakhtunkhwa | Forest; Tourism  | H2O2 | NaCl | Visual; FTIR | Table 1 | Surface water samples 18: 0 | Study area coordinates mentioned in text | Individual site coordinates not reported | No MPs detected.,NA,NA,NA
REC_00759,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.96307384,108.9211209,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,10550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Intake area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 20; Mcroplastics (n) 633; Lat 40.96307384; Lon 108.9211209 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Intake area.",NA,NA,NA
REC_00935,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.99722613,108.8231161,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,7866.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canal,"Zongpai Canal | Inner Mongolia | Canal  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code ZP; Mcroplastics (n) 472; Lat 40.997226131; Lon 108.82311606 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Canal.",NA,NA,NA
REC_00943,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.93192665,108.80321,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,7750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Intake area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 14; Mcroplastics (n) 465; Lat 40.93192665; Lon 108.80321002 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Intake area.",NA,NA,NA
REC_00950,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,41.00013857,108.8670097,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,7600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Intake area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 21; Mcroplastics (n) 456; Lat 41.00013857; Lon 108.86700967 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Intake area.",NA,NA,NA
REC_00958,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.86674291,108.7997227,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,7433.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Fishing area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 9; Mcroplastics (n) 446; Lat 40.86674291; Lon 108.7997227 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Fishing area.",NA,NA,NA
REC_00977,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.86791376,108.8330965,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,7100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Fishing area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 10; Mcroplastics (n) 426; Lat 40.86791376; Lon 108.83309645 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Fishing area.",NA,NA,NA
REC_00991,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.81841574,108.7338571,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Effluent area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 3; Mcroplastics (n) 420; Lat 40.81841574; Lon 108.7338571 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Effluent area.",NA,NA,NA
REC_01005,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,41.09992037,108.8903185,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,6900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Wetland area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 26; Mcroplastics (n) 414; Lat 41.099920365; Lon 108.8903185 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Wetland area.",NA,NA,NA
REC_01019,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.85796926,108.7481547,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,6700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Fishing area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 5; Mcroplastics (n) 402; Lat 40.85796926; Lon 108.74815473 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Fishing area.",NA,NA,NA
REC_01026,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.9332162,108.9007692,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,6516.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Intake area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 17; Mcroplastics (n) 391; Lat 40.9332162; Lon 108.90076915 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Intake area.",NA,NA,NA
REC_01045,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.90004923,108.8670172,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,6433.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Fishing area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 13; Mcroplastics (n) 386; Lat 40.90004923; Lon 108.86701716 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Fishing area.",NA,NA,NA
REC_01052,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.93323556,108.837319,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,6366.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Intake area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 15; Mcroplastics (n) 382; Lat 40.93323556; Lon 108.83731895 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Intake area.",NA,NA,NA
REC_01119,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,41.10131701,108.868284,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,5866.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Wetland area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 27; Mcroplastics (n) 352; Lat 41.101317005; Lon 108.86828402 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Wetland area.",NA,NA,NA
REC_01128,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.86688779,108.7666932,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,5800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Fishing area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 8; Mcroplastics (n) 348; Lat 40.86688779; Lon 108.76669323 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Fishing area.",NA,NA,NA
REC_01130,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.84420038,108.7815743,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,5783.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Fishing area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 7; Mcroplastics (n) 347; Lat 40.84420038; Lon 108.78157428 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Fishing area.",NA,NA,NA
REC_01141,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.84833411,108.760969,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,5666.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Fishing area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 6; Mcroplastics (n) 340; Lat 40.84833411; Lon 108.76096904 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Fishing area.",NA,NA,NA
REC_01157,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.80746452,108.7213152,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,5433.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Effluent area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 2; Mcroplastics (n) 326; Lat 40.80746452; Lon 108.72131516 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Effluent area.",NA,NA,NA
REC_01160,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.78428758,108.7056188,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,5400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canal,"Tuishui Canal | Inner Mongolia | Canal  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code TS; Mcroplastics (n) 324; Lat 40.7842875826; Lon 108.705618760 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Canal.",NA,NA,NA
REC_01165,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.89358423,108.7261101,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,5333.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canal,"Tabu Canal | Inner Mongolia | Canal  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code TB; Mcroplastics (n) 320; Lat 40.893584233; Lon 108.72611011 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Canal.",NA,NA,NA
REC_01183,Mao_2020_Microplast,"Microplastics in the surface water of Wuliangsuhai Lake, northern China",2020,Ruofan Mao,Yes,3,40.96639179,108.8656399,2019,May,2019,2019,May,May,Spring,Other/Undefined,Bucket,Bulk Water,75,Surface,60 L,Oxidative,Not Reported,5166.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Wuliangsuhai Lake | Inner Mongolia | Intake area  | H2O2 (30%, 60??C) | Microscopy + FTIR | Table S1 | Sample Code 18; Mcroplastics (n) 310; Lat 40.96639179; Lon 108.86563988 | Table S1 | Original value is total count from 3 replicates of 20L each (Total 60L). Functional area: Intake area.",NA,NA,NA
