,title,abstract,doi,asreview_label,asreview_time,asreview_note
673,"Spatial distribution and vertical characteristics of microplastics in the urban river: The case of Qinhuai River in Nanjing, China","Microplastics (MPs) are emerging as global environmental pollutants, significantly influencing the safety of city rivers. This study investigated six sampling sites in the Qinhuai River of Nanjing, which explored the distribution and characteristics of MPs and the microbial structure in 2023. The studied river contained various levels of MPs with average concentrations of 667.68 items/L, whose abundance firstly decreased midstream and then increased downstream. The MPs abundance upstream was higher in surface water column, microplastics midstream and downstream accumulated more in deep water column. Black and blue are prevalent in the color distribution, while the polymers of PC, PP and PS changed with increasing depth, with a proportion of 74 % ??? 97 % in the dominant shapes of granules. Furthermore, the water with higher MPs may stimulate the growth of MPs-related bacteria in sediments, including the genus of Pseudoxanthomonas and Dechloromonas. Our research will provide constructive support for enhancing urban river management strategies.",10.1016/j.marpolbul.2023.115973,1,11/11/2025 13:42,
685,Seasonal variations in the abundance and distribution of microplastic particles in the surface waters of a Southern Indian Lake,"Hazardous anthropogenic particles, such as microplastics (MPs) in the lake ecosystems, are a serious concern. In this work, we have investigated the seasonal occurrence and distribution of microplastics in the surface water samples of Lake Manipal in southwest India. The concentration of MPs was found to be higher during the monsoon season (0.423 particles/L) in comparison with the post-monsoon (0.117 particles/L) period. The higher abundance is attributed to the input of storm-water sewers connected to the lake as well as surface runoff during periods of high rainfall. The concentrations of small-sized (0.3-1 mm) microplastics were greater in both seasons. Approximately 96% of the microplastics were fibres, followed by smaller amounts of fragments, pellets, films, and foams. Polyethylene terephthalate (PET) was the principal polymer composition of the microplastics, followed by cellulose. The PET and cellulose fibres were mainly derived from the laundering of clothes in the residential colonies and hostels situated close to the lake. The storm-water sewers were the likely conduit for these PET fibres into the lake. The Pollution Load Index (PLI) data reveals that pollution due to microplastics in Lake Manipal falls within the Level I risk category. The PLI was higher during the monsoon season due to an increased flux of these particles from the nearby region. During the post-monsoon period, the PLI values decreased, suggesting that MPs in the water column may have settled and mixed with the sediments. The baseline data generated in this study is important as different types of birds, amphibians, and other microorganisms are present in the environment of Lake Manipal. We also propose certain policy measures that can be adopted by the regional population to mitigate microplastic pollution in the lake and its vicinity.",10.1016/j.chemosphere.2022.134556,1,11/11/2025 13:43,
72,"Distribution of microplastic in relation to water quality parameters in the Brantas River, East Java, Indonesia","The Brantas River, East Java's longest river, has been contaminated by microplastics. The purpose of this research was to investigate the abundance and types of microplastic particles (MPs) found in the Brantas River. The study also investigated the relationship between water's physicochemical properties and the presence of MPs. Water was obtained from four sample locations representing the upstream, middle, and downstream rivers in this study. The study lasted three months, from January to March 2020. The total abundance of microplastics in the Brantas River's waters ranged from 133 particles/m3 to 5467 particles/m3. The ANOVA showed that the abundance of MPs in the water samples differed significantly between locations (p < 0.05). Tukey's tests indicated that the concentration of MPs varies significantly among sites. The downstream contained a higher percentage of fragments (68%?€?78%), but the upstream had more fibers (39%?€?47%). Temperature, turbidity, total suspended solid, and biological oxygen demand are the main physical and chemical elements that are directly linked to MPs abundance in the Brantas River, according to the relationship between MP abundance and water quality parameters in the Brantas River. ?? 2021 Elsevier B.V., All rights reserved.",10.1016/j.eti.2021.101915,1,11/11/2025 13:45,
674,"Investigation of microplastics in urban rivers of Eastern China in summer: abundance, characteristics and ecological risk assessment","Microplastics (MPs) are increasingly becoming recognized as worldwide environmental contaminants, exerting a substantial impact on the safety of city rivers. This study explored the abundance and characteristics of MPs in summer 2023, including June and August, representing plum rain and typhoon rain seasons. The Qinhuai River exhibits more spatial fluctuations in six sampling sites with average concentrations of 470 ?? 119.56 items per L, and the abundance increases with the water flows in the river. Downstream had the highest MP abundance of 484 ?? 121.34 items per L, which were positive with the concentration of suspended solids (SS). Transparent and green MPs were more even in the sampling sites, and the shapes of fragments were predominant in the summer. Interestingly, the proportion of fiber and small-sized (38-75 ??m) microplastics was predominant in the plum rain seasons, while the percentage of large-sized (270-5000 ??m) and polymers of PE occurred in the typhoon rain seasons. The index of hazard scores of plastic polymers (H) revealed that the studied river had a severe pollution level (IV), which was highly influenced by PVC and PC. Besides, the pollution load index PLI value of different rain seasons was slightly polluted (I), while the PLI in autumn rain seasons was relatively higher than that in other seasons due to the higher variance of MPs. Therefore, the ecological risk of microplastics of PVC and PC in the Qinhuai River during varying seasons should be seriously considered. Our research is expected to provide valuable assistance in improving the management of urban rivers.",10.1039/d4em00153b,1,11/11/2025 13:46,
453,"The abundance and analytical characterization of microplastics in the surface water of Haryana, India","Microplastic (MP) contamination has become a serious environmental concern that affects terrestrial environments, aquatic ecosystems, and human health. The current study assesses the presence, abundance, and morphology of MPs present in the surface water of Rohtak district, Haryana, India, which is rapidly undergoing industrialization. While the morphological studies of MPs were conducted through stereo microscopy and field emission-scanning electron microscopy (FE-SEM), the elemental composition of polymers was analyzed through attenuated total reflectance-Fourier transform infrared (ATR-FTIR). The results revealed that the surface water was significantly contaminated by polyethylene, polypropylene, and polystyrene. Moreover, the abundance of MPs was found to be 16-28 particles/L with an average value of 23 particles/L. Most of the MPs had fibrous morphology with the specifics being, fibers (43.9%), fragments (23.7%), films (17%), and pellets (15.4%). The MPs exhibited a size range of 0.61-4.87 mm, with an average size measured at 2.03 +/- 0.04 mm. Also, the MP pollution load index values for the surface water bodies were found to be below 10, indicating a low risk category. Though currently designated as ""low risk,"" it is important that mitigation strategies be brought over at this juncture to further prevent the deterioration of quality of water. Thus, this study not only intends to bring forth the impact of human activities, industrial waste, open waste dumping, and inadequate municipal waste management practices on increasing MP concentration but also highlights the sustainable alternatives and strategies to address this emerging pollutant in urban water systems. For further prevention, the implementation of stringent regulations and on-site plastic waste segregation is a critical component in preventing the disposal of plastic waste in surface water bodies.",10.1002/jemt.24657,1,11/11/2025 13:50,
675,"Spatial-Temporal and Risk Assessment of Microplastics in the Surface Water of the Qinhuai River during Different Rainfall Seasons in Nanjing City, China","Microplastics (MPs) are increasingly becoming recognized as worldwide environmental contaminants, exerting a substantial impact on the safety of city rivers. This study explored the temporal variance in MPs in different rainfall seasons, including spring, plum, and autumn rains. The Qinhuai River has large spatial fluctuations in MPs at six sampling sites, with an average concentration of 466.62 +/- 153.69 items/L, and higher MP abundance was found downstream of spring rain and upstream of autumn rain. Among the different rainfall seasons, the variations in microplastics at various sampling sites were more stable in the plum rain season, with an average concentration of 473.67 +/- 105.17 items/L, while the concentrations of TP and TN in the plum rain season were higher than those in other rain seasons. Transparent MPs had the highest abundance at many sampling sites in all seasons, and large-sized MPs (270-5000 mu m) occurred more in the autumn rain season. PVC was more prevalent in autumn, but PET decreased in the plum rain season. Interestingly, more fibers, PET, and large-sized MPs were found in the autumn rain. The index of hazard scores of plastic polymers (H) revealed that the studied river was at a severe pollution level (IV), which was highly influenced by PVC and PC. In addition, the pollution load index (PLI) value in different rain seasons indicated slight pollution (I). At the same time, it was higher in autumn rains than in other seasons due to the higher variance in MPs. Therefore, the ecological risk of microplastics in the Qinhuai River should be seriously considered, along with seasonal variance and the PVC and PC polymers. Our research is expected to provide valuable assistance in improving the management of urban rivers.",10.3390/w16131857,1,11/11/2025 13:50,
678,Microplastic pollution in sophisticated urban river systems: Combined influence of land-use types and physicochemical characteristics,"In the past decades, research on water pollution microplastics (MPs) has intensified tremendously. However, the relationship between MPs and environmental factors in urban river networks is under researched. Our study selected 65 sampling sites from a sophisticated urban river network system in Shanghai Municipality, China. Here, the combined influence of land-use types, river width, and water quality parameters to explore MPs distribution patterns. We found that MPs abundance ranged from 0.7 to 24.3 items/L, and the spatial difference in abundance was significant at a limited number of sampling sites. Fibrous MPs were the most abundant MPs in the river system. 72.7% of MPs <3 mm. Of the ten polymers detected, polypropylene and polyethylene terephthalate were predominant. In addition, cotton fiber was the main non-plastic component found in the samples. Moreover, land-use types showed no significant impact on MPs in the buffer zone of the sampling sites. However, point source pollution may cause an abnormal increase in MPs abundance. Through redundant analysis, we found that the phytoplankton abundance (e.g., chlorophyll-a) was influenced by MPs shape, while the river width influence MPs size. Construction activities were identified as the leading point source of pollution for the abnormal increase in local MPs pollution. Our results will inform on MPs distribution patterns in the super-metropolis river system.",10.1016/j.envpol.2021.117604,1,11/11/2025 13:51,
726,"Microplastics in the Koshi River, a remote alpine river crossing the Himalayas from China to Nepal","Studies of microplastics (MPs) in remote, trans-boundary and alpine rivers are currently lacking. To understand the sinks and transport mechanisms of MPs, this study investigated the distributions and sources of MPs in the surface waters and sediments of five tributaries of the Koshi River (KR), a typical alpine river in the Himalayas between China and Nepal. Mean abundances of MPs in water and sediment were 202 ?? 100 items/m(3) and 58 ?? 27 items/kg, dry weight, respectively. The upstream tributary, Pum Qu in China, had the smallest abundance of MPs, while the middle tributary, Sun Koshi in Nepal, had the greatest abundance. Compared to international values in rivers, contamination of the KR with MPs was low to moderate. Fibers represented 98% of all MP particles observed, which consisted of polyethylene, polyethyleneterephthalate, polyamide, polypropylene, and polystyrene. Blue and black MPs were prevalent, and small MPs (<1 mm) accounted for approximately 60% of all MPs. Atmospheric transmission and deposition were considered to be the principal sources of MPs in the upstream tributary. The results imply that point sources associated with mostly untreated sewage effluents and solid wastes from households, major settlements, towns, and cities were most important sources of MPs in the KR. Non-point sources from agricultural runoff and atmospheric transport and deposition in the middle stream tributaries also contribute a part of microplastics, while the least amount was from fishing in the downstream tributary. Urbanization, agriculture, traffic, and tourism contributed to pollution in the KR by MPs. Equations to predict abundances of MPs based on river altitudes revealed that different trends were affected by both natural and human factors within the KR basin. This study presents new insights into the magnitude of MP pollution of a remote alpine river and provides valuable data for developing MP monitoring and mitigation strategies in similar environments worldwide.",10.1016/j.envpol.2021.118121,1,11/11/2025 13:51,
573,"Microplastic Abundance and Characteristics in the Bango River, Malang, Indonesia, Based on Land Use Patterns","Land use (LU) patterns may influence the amount, distribution, and characteristics of microplastics (MPs) in the surface water; however, the association between them is unidentified. This study analyzed the abundance, shape, size, color, and polymer component distribution of MPs along the Bango River, irrigation farm, industrial drainage, and residential drainage from 23 sites in the Bango subbasin of East Java Province. The average abundance of MPs in the river, irrigation farm, industrial drainage, and residential drainage was 85.4 +/- 36.3, 222.6 +/- 49.6, 172.7 +/- 90.4, and 134.8 +/- 118.8 particles/L, respectively. In general, the MPs were mainly found in transparent color (54.7%), fragment shape (45.2%), 500-1,000 mu m in size (52.1%), and composed of polyamide and polystyrene (56.5%); however, the MPs characteristics in each sampling site varied. Moreover, the result revealed a significant relationship between the type of LU, the MPs abundance, shape, and color (p-value < 0.05) but not significant with MPs size. In addition, expanding the agricultural land, residential area, and grass will significantly increase the MPs abundance with an R2 of 46%. Also, the redundancy analysis showed that the MPs characteristics (shape and color) correlate positively or negatively with the LU type. This investigation offers a vital foundation for future research on MPs ecosystem risks related to LU and data for designing efficient prevention to reduce MPs pollution in surface water.",10.1089/ees.2024.0111,1,11/11/2025 13:52,
475,"Evaluating the sources of microplastic contamination and quantifying its abundance in the Balu River, Dhaka, Bangladesh","Microplastics (MPs) are prevalent environmental pollutants due to their durable composition, extensive use, and improper disposal. Despite their widespread presence, rivers have received less attention in microplastic research than other water bodies. This study focused on investigating the origins, prevalence, spatial distribution, and physicochemical characteristics of microplastics in the surface waters of the Balu River, located in Dhaka, Bangladesh. Surface water samples were collected at six sampling sites of Balu River (each about 1-5 km apart) adjacent to the footwear industry, jute factory, textile mill, paper mill, agro and beverage factory, and cement plant. The study found that the average concentration of microplastics in the sampled water bodies was 102.5 ?? 12.83 (items/l). Samples near the textile mill had the highest microplastic abundance (122 ?? 18 items/l), while the cement plant had the lowest (58.5 ?? 8 items/l). Analysis using a stereomicroscope revealed that fibers (29%), microplastics smaller than 100 ??m (45%), and transparent microplastics (19%) were the most prevalent types observed in terms of shape, size, and color, respectively. Furthermore, scanning electron microscopy (SEM) observation suggested the potential for additional degradation of these microplastics into smaller particles, potentially reaching the nanoplastic scale. Additionally, Fourier transform infrared (FTIR) analysis identified 07 distinct polymer types among the microplastics: nylon (24%), polyvinyl chloride (19%), high-density polyethylene (17%), low-density polyethylene (14%), polystyrene (12%), polypropylene (7%), and nitrile (7%). The findings of this study serve as a crucial indicator of microplastic contamination, providing valuable insights into the sources and magnitude of microplastic pollution within the significant freshwater ecosystem of Balu River, Bangladesh, particularly focusing on its river systems.",10.1007/s10661-024-13051-w,1,11/11/2025 13:52,
546,Seasonal assessment and characterization of microplastics in two urban (Balu) and peri-urban (Shitalakshya) rivers of Bangladesh,"This study presents a comprehensive assessment of microplastic (MP) contamination in the Shitalakshya and Balu Rivers, analyzing abundance, characteristics, and seasonal variations in both water and sediment compartments. Sediment samples showed significantly higher concentrations than water samples, with the Balu River exhibiting greater pollution levels (dry season: 5673.33 ?? 762.17 MPs per kg; wet season: 3438.33 ?? 328.83 MPs per kg) compared to the Shitalakshya River (dry: 3894.1 ?? 388.17 MPs per kg; wet: 2671.6 ?? 287.33 MPs per kg). Water samples exhibited seasonal fluctuations, with the Shitalakshya showing increased MP abundance during wet seasons (4.65 ?? 0.56 MPs per L) while the Balu demonstrated opposite trends. Size distribution analysis revealed dominance of <0.1 mm particles, while morphological characterization identified fragments (53.78-95.36% abundance) and transparent particles as most prevalent. Fourier-transform infrared spectroscopy identified polyethylene as the dominant polymer (56-82%), followed by polypropylene and polyvinyl chloride. Scanning electron microscopy revealed advanced weathering in sediment-derived MPs, featuring cracks and surface erosion indicative of prolonged environmental exposure. Pollution Load Index values (1.34-3.19) classified both rivers as low risk (Category I), though notably lower than regional urban waterways. These findings establish critical baseline data on MP pollution in these economically and ecologically significant rivers, highlighting the urgent need for improved waste management strategies and regulatory frameworks to address plastic pollution in the freshwater ecosystems of Bangladesh.",10.1039/d5ra05599g,1,11/11/2025 13:54,
144,"Characterization of microplastics and its pollution load index in freshwater Kumaraswamy Lake of Coimbatore, India","Microplastics are less than 5 mm in diameter that enters the ecosystem through the breakdown of large plastic particles or climate and human activity. This study examined the geographical and seasonal distribution of microplastics in the surface water of Kumaraswamy Lake, Coimbatore. During seasons, including summer, pre-monsoon, monsoon, and post-monsoon, samples were collected from the lake's inlet, centre, and outlet. All sampling points contained linear low-density polyethylene, high-density polyethylene, polyethylene terephthalate, and polypropylene microplastics. Water samples contained fibre, thin, fragment, and film microplastics in black, pink, blue, white, transparent, and yellow colours. Lake's microplastic pollution load index was under 10, indicating risk I. Over four seasons, microplastic content was 8.77 ?? 0.27 particles per litre. The monsoon season had the highest microplastic concentration, followed by pre-monsoon, post-monsoon, and summer. These findings imply that the spatial and seasonal distribution of microplastics may be harmful to the fauna and flora of the lake.",10.1016/j.etap.2023.104207,1,11/11/2025 13:54,
655,"Spatial and seasonal variations in abundance, distribution characteristics, and sources of microplastics in surface water of Mula river in Pune, India","Microplastics are one class of widely prevalent emerging contaminants that have a detrimental effect on ecosystems and human health. The status of microplastic pollution in rivers in Western India is not well documented, making it difficult for establishing monitoring policies and guidelines. Mula river in Pune is a lifeline for the numerous industries and residential establishments in the city and hence monitoring the health of the water of Mula river is of great societal relevance. This investigation elucidated the prevalence, abundance and characterization of microplastics in Mula River water, while it crosses Pune, one of the fastest developing cities in India. Season played a determinant role in microplastic abundance. During the pre-monsoon season, the average microplastic concentration at all the three selected locations was notably higher (1808 ?? 697 particles/L) compared to the post-monsoon period (1561 ?? 167 particles/L). Microplastics smaller than 100 ??m were consistently dominant in both the seasons. Notably, the most common polymer found in the Mula River was Ethylene Vinyl Acetate (EVA), a copolymer of polyethylene (PE) and vinyl acetate, commonly used in plastic wraps and packaging material. Unregulated disposal of industrial waste emerged as the most potential source of microplastics in Mula river. This study addresses a critical knowledge gap about the distribution and sources of microplastics in rivers in India. This work provides baseline data that can be used to access accurate mitigation of microplastics and evaluate health and environmental impacts of microplastic pollution in Indian rivers.",10.1016/j.envpol.2025.126091,1,11/11/2025 13:55,
253,"Microplastic Risk Assessment in River Sediments along the Cascading Dam System (Case Study: Midstream of the Citarum River, Indonesia)","Several studies have shown an elevated amount of microplastics around dammed areas, indicating that the presence of in-stream barriers in riverine ecosystems could influence the fate and transport of microplastics. However, in-stream barriers have not been extensively investigated as potential causes of microplastic spatial heterogeneity. In this study, we measured microplastic concentration and assessed its ecological risk in rivers connected to the dam in the midstream Citarum region, West Java Province, Indonesia. Samples were processed using the digestion method using hydrogen peroxide, followed by visual counting and Fourier transform infrared spectroscopy (FTIR) validation. An average of 22.92 ?? 19.94 MP particles per 100 g of dry sediment was found in midstream Citarum. We found a significant difference in microplastic concentration between the upstream and downstream of the first dam (P < 0.05). The river before the first dam (Saguling Dam) had the highest microplastic concentration, while after the first dam, microplastic concentration tended to decrease. The Potential Ecological Risk Index (PERI) in this study ranged from 11.2 (low risk) to 12.006 (very dangerous), while the Pollution Load Index (PLI) in the midstream Citarum River ranged from 3.82 (low risk) to 10.19 (high risk). This is the first baseline survey of microplastic pollution in midstream Citarum, which would improve our understanding of microplastic?€?s ecological impacts in freshwater environments. ?? 2023 Elsevier B.V., All rights reserved.",10.1007/s11270-023-06370-0,1,11/11/2025 13:55,
263,Seasonal distribution of microplastics and associated ecological risks in a semi-arid freshwater ecosystem in India,"Microplastics are persistent contaminants across all environmental matrices. However, there is a paucity of studies conducted in semi-arid aquatic environments. The present study investigated the seasonal variations in the distribution and characteristics of microplastics in water samples of Man Sagar Lake in northwestern India. The findings revealed that the average abundance of microplastics in samples was notably lower during the pre-monsoon season (42.93 ?? 29.72 particles/L) compared to the post-monsoon season (70.54 ?? 36.53 particles/L). A significant difference in microplastic abundance across different sampling locations was observed between the two seasons (F = 7.82, p < 0.0001). The majority of microplastics present in the samples during both seasons measured less than 500 ??m in size, with fragments and fibers being the predominant shapes, and transparent being the most common-colored microplastic. The most abundant polymers detected were polyethylene, polypropylene, and polystyrene. Microplastic contamination factor (MCf) and Pollution Load Index (PLI >1) indicated a moderate to high level of microplastic contamination across all the sampling locations in both seasons. Furthermore, the potential ecological risk index (PERI) indicated that nearly 70 % of the lake area falls under the category of very high ecological risk in both seasons. Additionally, Spearman's correlation and PCA were employed to assess the interactions of microplastics with water quality parameters and potential source identification, respectively. The study's findings could help in developing region-specific remediation and prevention strategies by identifying high-risk areas and potential sources contributing to microplastic contamination.",10.1016/j.envpol.2025.126430,1,11/11/2025 13:55,
210,Environmental Risks of Microplastics on the Spatial and Temporal Gradient in a River Originating from the Western Himalayas,"The presence of microplastics in different environmental matrices has raised many concerns about potential effects of microplastics on humans and freshwater ecosystems. In Pakistan, rivers potentially receive microplastics from anthropogenic activities in their catchments. However, research studies regarding microplastics' presence, distribution, and risks are scarce in Pakistan. To bridge the gap, the present study was conducted to evaluate microplastic pollution in the Chenab River. Surface water samples were collected from selected sites on the Chenab River using a manta trawl in the low-flow season during postmonsoon (October) 2019 and 2020 and in the high-flow season during monsoon (July) 2020 and 2021. Samples were digested, followed by density separation and filtration. Identification and polymer characterization of microplastics were completed using stereomicroscopy and attenuated total reflection Fourier transform infrared spectroscopy, respectively. Microplastics were found in all samples with significant spatiotemporal variation in microplastic concentration, with an average of 45.98 ?? 10.45 microplastics/m(3) in the low-flow season and 34.66 ?? 16.15 microplastics/m(3) in the high-flow season. Among microplastic shapes, fibers were the most dominant shape, whereas polyethylene terephthalate (38.2%) and polypropylene (19%) were the most abundant polymers. Polymer risk index analysis and pollution load index demonstrated that most of the sites ranked as safe. The potential ecological risks from single polymers and combined polymers showed minor risks posed by microplastics. The present study is the first step to focus on microplastic pollution in the Chenab River; it will help river managers to mitigate the microplastic pollution without compromising the ecological integrity of the river. Environ Toxicol Chem 2023;42:727-739. ?? 2023 SETAC.",10.1002/etc.5559,1,11/11/2025 13:56,
589,"Insights into the seasonal variation, distribution, composition and dynamics of microplastics in the Ganga River ecosystem of Varanasi City, Uttar Pradesh, India","The current study explores the seasonal dynamics of microplastic (MP) pollution in the Ganga River of Varanasi City, Uttar Pradesh, India, focusing on water and sediment samples collected during pre-monsoon and post-monsoon periods. The analysis shows significant variations in MP occurrence, shape dynamics, color distribution, and size composition across diverse sampling sites. During the pre-monsoon season, MP concentrations ranged from 17 to 36 particles/L in water samples and 160 to 312 particles/kg in sediment, indicating a moderate to high level of contamination. Post-monsoon sampling showed higher MP concentrations at most sites, indicating the influence of seasonal hydrological changes on MP distribution. Shifts in MP shape dynamics were observed between seasons, with films, foams, fragments, and filaments showing variable distributions. Similarly, color variations in MPs exhibited site-specific patterns, with white, brown, blue, and other colors being predominant. These findings highlight the diverse sources and compositions of MPs in the river ecosystem, highlighting the complexity of MP pollution dynamics. Polymer-type distributions further elucidated the composition of MPs, with notable contributions from polyethylene terephthalate, rayon, polyester, and polyvinyl chloride. PCA analysis revealed significant shifts in particle size and shape distribution between pre-monsoon and post-monsoon periods in both water and sediment samples, with post-monsoon samples showing an increase in larger particles and filaments. These changes highlighted key factors driving the variance in microplastic contamination across different sites. The prevalence of these polymers features diverse sources of MP pollution, including textiles, packaging materials, and industrial waste. Ongoing monitoring and research are crucial to understanding its sources, distribution, and impact on river ecosystems, essential for protecting aquatic biodiversity and human health.",10.1007/s10661-024-13307-5,1,11/11/2025 13:56,
691,"Distribution and Seasonal Variation of Microplastics in Tallo River, Makassar, Eastern Indonesia","Attention towards microplastic (MP) pollution in various environments is increasing, but relatively little attention has been given to the freshwater-riverine environment. As the biggest city in the eastern Indonesia region, Makassar can be a potential source of MP pollution to its riverine area. This study aimed to determine the spatial trends, seasonal variation, and characteristics of MPs in the water and sediment of Tallo River, as the main river in Makassar. Water samples were collected using a neuston net and sediment samples were collected using a sediment corer. The samples collected contained MPs with an abundance ranging from 0.74 ?? 0.46 to 3.41 ?? 0.13 item/m(3) and 16.67 ?? 20.82 to 150 ?? 36.06 item/kg for water and sediment samples, respectively. The microplastic abundance in the Tallo River was higher in the dry season and tended to increase towards the lower river segment. Fragments (47.80-86.03%) and lines (12.50-47.80%) were the predominant shapes, while blue (19.49-46.15%) and transparent (14.29-38.14%) were the most dominant color. Polyethylene and polypropylene were the common MP polymers found in the Tallo river. Actions to prevent MP pollution in the Makassar riverine area are needed before MP pollution becomes more severe in the future.",10.3390/toxics9060129,1,11/11/2025 13:56,
657,"Distribution of microplastics in water and sediment of Negro River and Pe??ol-Guatap?? Reservoir, Colombia","The generation of microplastics (MPs, <= 5 mm) has become a pollution problem in rivers worldwide. Plastic debris can be transported through the water or trapped in the sediment in different proportions between rivers and reservoirs. The purpose of this study was to analyse the spatial and temporal pattern of contamination by MPs in water and sediment in the Negro River and Pe & ntilde;ol-Guatap & eacute; Resevoir. Two samplings at 5 sites were conducted: 1 in the transition from the dry to rainy season and 1 in the rainy season. Three replicates of each sample (water, sediment) were taken, including physicochemical parameters. The density in water ranged from 350 to 789 MPs/m3, and in sediment from 8 to 194 MPs/kg. The primary forms of MPs were small blue and colourless fibres. The type of polymer corresponding to each plastic particle was identified using Fourier transform infrared spectroscopy. The polymers identified were polyvinyl chloride, polyethylene, polystyrene, polypropylene, polypyrrole, and poly (1-vinylpyrrolidone-co-2-dim ethyl aminoethyl methacrylate), and evidence of MP contamination in water and sediment was found at all sites. A seasonal effect was observed in the concentration of MPs. The incremental distribution along the river continuum suggests a significant drag and resuspension effect favoured by high flows, which reduced retention in the reservoir. This work provides a reference for understanding the dynamics of MP pollution in tropical Andean reservoirs.",10.1080/20442041.2025.2502261,1,11/11/2025 13:57,
342,"Spatial distribution of microplastic pollution and its relation to pollution index-based water quality status in Progo River, Indonesia","Progo River, one of the largest rivers on Java Island, serves as the primary source of clean water and irrigation for Central Java and the Special Region of Yogyakarta, Indonesia. Despite its importance, the Progo ranks among the top 20 global plastic-polluted rivers. Therefore, the objectives of this study were 1) to investigate spatial distribution and characteristics of microplastic (MP) pollution in the Progo River, and 2) to examine MP relation to the Nemerow Pollution Index (NPI) based water quality status, 15 physicochemical biological water quality parameters, flow velocity and anthropogenic factors, marking the first comprehensive effort in Indonesia. Water and MP samples were collected simultaneously from eight sampling locations. MP abundance in the Progo River ranged from 75.02 to 435.53 particles/m3. The MP characteristics were predominantly large, transparent, film-shaped particles, and identified variably as LDPE, PET, PP, PS, PAA, cellophane. The Pearson Correlation Test results revealed positive correlations between MP abundance and nine water quality parameters (TSS, turbidity, salinity, BOD, COD, phosphate, nitrate, detergent, Cd) and flow velocity. The other six parameters (pH, temperature, TDS, DO, total coliforms, Pb) and two anthropogenic factors (population number and density) were negatively correlated with MP abundance. Notably, DO exhibited a strong and significant negative correlation with MP abundance (r = -0.770, p = 0.043). NPI scores (2.10-16.02) revealed slight to heavy polluted levels in the Progo River and were positively correlated with MP abundance (r=0.336, p=0.461). Multiple Linear Regression analysis (R2 = 0.639) identified flow velocity, BOD, COD, turbidity, total coliform, and population number as significant predictors of MP distribution. These findings emphasize the impact of MP pollution on river water quality status, highlighting the need of a novel approach to incorporate MP pollution in periodic water quality assessment to address ecological risks. (c) 2025 The Authors. Publishing services by Elsevier B.V. on behalf of KeAi Communications Co. Ltd. This is an open access article under the CC BY license (<A HREF=""http://creativecommons.org/licenses/by/4.0/).",10.1016/j.emcon.2025.100510,1,11/11/2025 13:57,
403,"Microplastic pollution in urban Lake Phewa, Nepal: the first report on abundance and composition in surface water of lake in different seasons","Microplastics are man-made pollutants which have been detected in surface water and groundwater. Research on microplastic concentration in aquatic environment is attracting scientists from developing countries, but in Nepal no information regarding microplastic in freshwater system is available. Therefore, this study investigates the presence and abundance of microplastic in lake surface water of Phewa Lake, the second largest lake in Nepal. The average concentration of microplastic for surface water was 2.96 ?? 1.83 particles/L in winter (dry) season and 1.51 ?? 0.62 particles/L in rainy (wet) season. Significant difference with t = 4.687 (p < 0.01) in microplastic concentration was observed in two different seasons. Fibers (93.04% for winter and 96.69% for rainy season) were the commonly found microplastic type in lake water and transparent as the dominant color for the two seasons. Almost all the detected microplastic were found to be < 1 mm in size. Due to the small size of microplastic and unavailability of micro-Fourier transform infrared spectroscopy (??-FTIR) and Raman spectroscopy in Nepal, polymer identification was not done. The findings from this study can provide a valuable baseline data on microplastics for the first time in Nepal's freshwater lake environment.",10.1007/s11356-021-18301-9,1,11/11/2025 13:57,
640,"THE ABUNDANCE AND CHARACTERISTICS OF MICROPLASTICS IN THE SEDIMENTS OF THE PROGO RIVER OF YOGYAKARTA, INDONESIA","Microplastics may pollute water bodies and endanger living things. The Progo River, one of the longest rivers crossing Yogyakarta Province, has been used as a source for drinking water for residents. However, plastic waste as a source of microplastics is tremendously high in this river. The objective of this study is to analyze the abundance and characteristics of microplastics in the sediments of the Progo River. Sediment sampling was administered in December 2019 at six stations in the upstream, midstream, and downstream rivers. The results showed that all sediment samples from upstream to downstream of the Progo River were found to contain microplastics with an abundance range of 209.37 to 1173.25 particles kg-1. The highest microplastic abundance was found in the downstream area of 645.34 ?? 405.94 particles kg-1, followed by the midstream of 480.23 ?? 174.09 particles kg-1, and the upstream part of 276.85 ?? 73.70 particles kg-1. Microplastics in the Progo River sediments both in the upstream, midstream, and downstream areas are dominant in size of 100 - 500 ??m, fibers, and transparent in color. The type of polymer identified in each sample is polyester which is widely used for textile fibers due to the discharge of the residents?€? laundry washing water into the river. The Progo River, which is one of the top 20 dirtiest rivers globally, has a high abundance of microplastics after Jakarta and Karimun Jawa?€?s rivers. Seeing the high number of microplastic abundance, the Indonesian government must immediately include microplastic parameters to regulate environmental quality standards. ?? 2022 Elsevier B.V., All rights reserved.",10.46754/jssm.2021.12.021,1,11/11/2025 13:57,
