Unique_ID,Study_ID,Title,Year,First_Author,Latitude,Longitude,Season_Calculated,Gear_Category,Std_Value_m3,Separation_Category,Shape_Fiber,Shape_Fragment,Shape_Pellet,Shape_Film,Shape_Other,Poly_PE,Poly_PP,Poly_PS,Poly_PET,Poly_PVC,Poly_PA,Poly_PC,Poly_PU,Note,Samp_Year_Start,Samp_Year_End,Mesh_Size_um,dis_m3_pyr,run_mm_syr,lkv_mc_usu,rev_mc_usu,ria_ha_ssu,ria_ha_usu,riv_tc_ssu,riv_tc_usu,ele_mt_sav,ele_mt_uav,slp_dg_sav,slp_dg_uav,sgr_dk_sav,tmp_dc_syr,tmp_dc_uyr,pre_mm_syr,pre_mm_uyr,pet_mm_syr,pet_mm_uyr,aet_mm_syr,aet_mm_uyr,crp_pc_sse,crp_pc_use,pst_pc_sse,pst_pc_use,wet_pc_sg1,wet_pc_ug1,wet_pc_sg2,wet_pc_ug2,pop_ct_ssu,pop_ct_usu,urb_pc_sse,urb_pc_use,rdd_mk_sav,rdd_mk_uav,hft_ix_s09,hft_ix_u09,hdi_ix_sav,HYBAS_ID
REC_00832,Ding_2019_Microplast,"Microplastics in surface waters and sediments of the Wei River, in the northwest of China",2019,Ling Ding,34.6377,110.1728,Winter,Pumps,9200.0,NaCl,,,,,,,,,,,,,,"Wei River | Northwest China | Rural  | 30% H2O2 | NaCl | FTIR | Figure 2 and Table S1 | Visual estimation from Fig 2 (~9.2 items/L); Table S1: 110??10??2218??, 34??38??1568?? | Table S1 | Confluence of Wei River and Yellow River.",2017.0,2017.0,75.0,328.917,163.0,1747000000.0,1526000000.0,2101470.0,178358460.0,6448643.0,190834000.0,611.0,1378.0,6.5,11.4,18.4,13.3,9.6,592.0,558.0,1123.0,997.0,502.0,476.0,42.0,40.0,28.0,40.0,35.0,0.0,31.0,0.0,73374.0,32851418.0,8.0,6.0,797.0,450.0,20.0,14.8,0.738,4120627620.0
REC_00833,Huang_2021_Theoccurre,"The occurrence and abundance of microplastics in surface water and sediment of the West River downstream, in the south of China",2021,Daofen Huang,23.030135,112.821522,Summer,Bulk Water,9200.0,Other,,,,,,32.58,44.94,22.47,0.0,0.0,0.0,0.0,0.0,West River | South China | Commercial/Public/Recreational  | 30% H2O2 | None (Filtration only) | Microscope + FTIR | Table S1; Figure 2 | Visual estimation from Fig 2 | Table S1 | Site in Commercial/Public/Recreational area. Abundance visually estimated from Figure 2. Polymer composition from study-wide Table S2.,2019.0,2019.0,75.0,9016.369,960.0,49108000000.0,29434000000.0,15470760.0,2048427500.0,149286953.0,6738842000.0,7.0,670.0,1.1,12.1,0.3,22.5,19.1,1631.0,1426.0,1283.0,1239.0,1144.0,1043.0,69.0,16.0,3.0,31.0,49.0,1.0,32.0,1.0,238019.0,71306945.0,79.0,7.0,2000.0,201.0,31.1,12.0,0.775,4120986190.0
REC_00834,Wang_2019_Microplast,"Microplastic contamination in freshwater: first observation in Lake Ulansuhai, Yellow River Basin, China",2019,Zhichao Wang,40.9167,108.8333,Autumn,Pumps,9200.0,Not Reported,,,,,,,,,,,,,,"Lake Ulansuhai | Inner Mongolia | Agricultural/Rural  | H2O2 | Stereo microscope, Laser confocal microscope, FTIR, SEM, EDS | Text, Page 4 | U3 at 9200 ?? 4220 n/m3 | Calculated center point of range reported in text | Specific site coordinates not listed in table; estimated from study area range (40??47'-41??03'N, 108??43'-108??57'E) | Site located in northwest (drainage entrance). Polymer/Shape composition reported as study-wide average.",2018.0,2018.0,48.0,7.338,16.0,43000000.0,0.0,193030.0,4800240.0,171330.0,1720487.0,1021.0,1306.0,0.0,3.0,0.1,7.0,5.7,227.0,183.0,1009.0,954.0,203.0,168.0,53.0,19.0,30.0,66.0,27.0,0.0,3.0,0.0,826.0,1252476.0,0.0,1.0,114.0,175.0,9.3,8.8,0.767,4120421970.0
REC_00836,Mahmud_2025_Criticalan,"Critical analysis, characterization, and treatment of microplastics in the peripheral rivers of Dhaka city: Buriganga and Turag",2025,Foysal Mahmud,23.66119,90.45419,Summer,Nets,9070.0,NaCl,,,,,,,,,,,,,,"Buriganga River | Dhaka | Urban runoff, municipal wastewater  | H2O2 + Fe2+ (WPO) | NaCl | Visual sorting, ATR-FTIR, SEM-EDX | Table S1 | BWW1 ... 9.07??0.46 MP/L | Table 1 | Site name: Pagla Ghat. Polymers found: PP, PE (Table S3). Dispersion represents analytical variability (triplicate counting).",2023.0,2023.0,50.0,186.45,1462.0,9000000.0,0.0,1689840.0,22197640.0,4372359.0,32119701.0,8.0,16.0,0.2,0.2,0.6000000000000001,26.1,25.6,1977.0,1974.0,1449.0,1463.0,1083.0,1065.0,30.0,76.0,3.0,4.0,100.0,100.0,100.0,100.0,2176018.0,11081453.0,100.0,33.0,2965.0,1779.0,21.700000000000003,21.4,0.579,4120965450.0
REC_00837,Deng_2020_Microplast,Microplastic pollution in water and sediment in a textile industrial area,2020,Deng,31.626,121.648,Summer,Other/Unknown,9000.0,Not Reported,86.0,7.0,3.0,4.0,0.0,,,,,,,,,"Small water bodies in Chongming Island | Chongming, Shanghai | Agricultural  | H2O2 (30%) | micro-FTIR | Visual estimation from Fig S1 | Fig. S1 Locations of sampling sites and the abundance distribution... in reference area | Table S1 | Composition from Fig S2. Abundance estimated from Fig S1.",2018.0,2018.0,20.0,2.148,396.0,0.0,0.0,135810.0,135810.0,18766.0,18766.0,3.0,2.0,0.0,0.1,0.7000000000000001,15.7,15.7,1057.0,1055.0,974.0,972.0,894.0,892.0,88.0,80.0,0.0,0.0,75.0,83.0,75.0,83.0,43702.0,43702.0,16.0,12.0,10852.0,2457.0,15.8,15.4,0.851,4120034070.0
REC_00838,Hong_2023_SpatialTem,Spatial??Temporal Distribution and Ecological Risk Assessment of Microplastics in the Shiwuli River,2023,Lei Hong,31.781,117.288,Summer,Bulk Water,9000.0,NaCl,,,,,,,,,,,,,,"Shiwuli River | Hefei, Anhui | Urban residential areas  | 30% H2O2 | NaCl | LDIR, SEM | Figure 2a (Visual estimation) | Visual estimation from Fig 2a | Calculated center point of range (31.727-31.835 N, 117.198-117.377 E) | Outlet of WWTP. Coordinates are basin center. Value estimated from bar chart.",2022.0,2022.0,5.0,1.119,337.0,0.0,0.0,140700.0,140700.0,37119.0,37119.0,23.0,23.0,0.6000000000000001,0.6000000000000001,1.1,16.1,16.1,937.0,937.0,1094.0,1094.0,795.0,795.0,80.0,80.0,2.0,2.0,2.0,2.0,2.0,2.0,249061.0,249061.0,80.0,80.0,5839.0,5838.0,30.1,30.1,0.7010000000000001,4120712250.0
REC_00841,AjithKumar_2025_Tracingmic,"Tracing microplastic footprints in pristine ecosystems: Insights and implications of Parsons Valley and Sandynulla Lakes, Western Ghats",2025,Ajith Kumar K,11.38701,76.59986,Summer,Bulk Water,9000.0,Not Reported,22.22,77.78,0.0,0.0,0.0,22.22,0.0,55.56,0.0,0.0,22.22,0.0,0.0,"Parsons Valley Lake | Western Ghats, Tamil Nadu | Forest/Protected Area   | FTIR | Table 1 | 9 | Table 1 | Irregular shape counted as Fragment. Nylon counted as PA.",2023.0,2023.0,0.45,3.111,604.0,209000000.0,200000000.0,465390.0,465390.0,195219.0,195219.0,1872.0,1872.0,10.9,10.9,44.0,16.5,16.5,1965.0,1965.0,1258.0,1258.0,976.0,976.0,43.0,43.0,3.0,3.0,6.0,6.0,0.0,0.0,46692.0,46692.0,1.0,1.0,453.0,452.0,10.8,10.8,0.773,4121144960.0
REC_00842,AjithKumar_2025_Tracingmic,"Tracing microplastic footprints in pristine ecosystems: Insights and implications of Parsons Valley and Sandynulla Lakes, Western Ghats",2025,Ajith Kumar K,11.42998,76.65042,Summer,Bulk Water,9000.0,Not Reported,77.78,22.22,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,77.78,0.0,0.0,"Sandynulla Lake | Western Ghats, Tamil Nadu | Forest/Tourist Area   | FTIR | Table 2 | 9 | Table 2 | Irregular shape counted as Fragment. Nylon counted as PA.",2023.0,2023.0,0.45,2.715,413.0,19000000.0,0.0,435220.0,435220.0,159869.0,159869.0,1496.0,1496.0,10.1,10.1,50.7,19.0,19.0,1469.0,1469.0,1353.0,1353.0,943.0,943.0,49.0,49.0,8.0,8.0,1.0,1.0,0.0,0.0,54134.0,54134.0,24.0,24.0,548.0,547.0,15.5,15.5,0.765,4121144500.0
REC_00843,AjithKumar_2025_Tracingmic,"Tracing microplastic footprints in pristine ecosystems: Insights and implications of Parsons Valley and Sandynulla Lakes, Western Ghats",2025,Ajith Kumar K,11.42389,76.64612,Summer,Bulk Water,9000.0,Not Reported,22.22,77.78,0.0,0.0,0.0,77.78,0.0,0.0,0.0,0.0,22.22,0.0,0.0,"Sandynulla Lake | Western Ghats, Tamil Nadu | Forest/Tourist Area   | FTIR | Table 2 | 9 | Table 2 | Irregular shape counted as Fragment. Nylon counted as PA.",2023.0,2023.0,0.45,2.715,413.0,19000000.0,0.0,435220.0,435220.0,159869.0,159869.0,1496.0,1496.0,10.1,10.1,50.7,19.0,19.0,1469.0,1469.0,1353.0,1353.0,943.0,943.0,49.0,49.0,8.0,8.0,1.0,1.0,0.0,0.0,54134.0,54134.0,24.0,24.0,548.0,547.0,15.5,15.5,0.765,4121144500.0
REC_00844,AjithKumar_2025_Tracingmic,"Tracing microplastic footprints in pristine ecosystems: Insights and implications of Parsons Valley and Sandynulla Lakes, Western Ghats",2025,Ajith Kumar K,11.41994,76.64405,Summer,Bulk Water,9000.0,Not Reported,55.56,44.44,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,55.56,0.0,0.0,"Sandynulla Lake | Western Ghats, Tamil Nadu | Forest/Tourist Area   | FTIR | Table 2 | 9 | Table 2 | Irregular shape counted as Fragment. Nylon counted as PA.",2023.0,2023.0,0.45,2.715,413.0,19000000.0,0.0,435220.0,435220.0,159869.0,159869.0,1496.0,1496.0,10.1,10.1,50.7,19.0,19.0,1469.0,1469.0,1353.0,1353.0,943.0,943.0,49.0,49.0,8.0,8.0,1.0,1.0,0.0,0.0,54134.0,54134.0,24.0,24.0,548.0,547.0,15.5,15.5,0.765,4121144500.0
REC_00845,Li_2023_Newinsight,"New insights into the distribution, potential source and risk of microplastics in Qinghai-Tibet Plateau",2023,Qianqian Li,36.7674,100.7453,Summer,Bulk Water,9000.0,Other,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,"Qinghai Lake | Qinghai-Tibet Plateau | Rock patch  | 30% H2O2 | Potassium formate (1.54 g/ml) | Micro-Raman | Figure 4a; Table S1; Section 3.1.2 | Q2 and Q5 sites in Qinghai Lake, where all observed MPs were PVC. | Table S1 | Abundance estimated visually from Figure 4a. Text states Q5 MPs were all PVC.",2021.0,2021.0,0.45,0.298,51.0,0.0,0.0,90350.0,90350.0,11584.0,11584.0,3404.0,3404.0,5.800000000000001,5.800000000000001,13.0,-0.1,-0.1,385.0,385.0,704.0,704.0,341.0,341.0,6.0,6.0,63.0,63.0,12.0,12.0,3.0,3.0,2192.0,2192.0,0.0,0.0,111.0,111.0,7.800000000000001,7.800000000000001,0.678,4120556770.0
REC_00846,Li_2023_Newinsight,"New insights into the distribution, potential source and risk of microplastics in Qinghai-Tibet Plateau",2023,Qianqian Li,36.6523,101.7194,Summer,Bulk Water,9000.0,Other,,,,,,,,,,,,,,Huangshui River | Qinghai-Tibet Plateau | Residential building  | 30% H2O2 | Potassium formate (1.54 g/ml) | Micro-Raman | Figure 4a; Table S1 | Visual estimation from Fig 4a | Table S1 | Abundance estimated visually from Figure 4a bar chart. Dominant polymer based on general text description for Huangshui River.,2021.0,2021.0,0.45,15.589,76.0,30000000.0,13000000.0,366090.0,4871540.0,331182.0,2213169.0,2505.0,3234.0,10.8,12.1,10.7,5.300000000000001,0.9,403.0,422.0,938.0,743.0,351.0,370.0,51.0,10.0,52.0,84.0,0.0,0.0,0.0,0.0,272913.0,771853.0,29.0,5.0,1083.0,287.0,23.200000000000003,14.6,0.678,4120561790.0
REC_00847,Li_2024_Occurrence,Occurrence and Risk Assessment of Microplastics in a Source Water Reservoir in Middle Reaches of Yellow River,2024,Yang Li,34.1533,112.1386,,Pumps,9000.0,Not Reported,61.0,12.0,0.0,8.0,19.0,38.0,4.0,0.0,23.0,0.0,20.0,0.0,0.0,"Luhun Reservoir | Henan Province, China | Reservoir  | 30% H2O2 | Visual microscopy; Raman spectroscopy | Text (Page 6, Section 3.1) | In the intermediate water layer, the recorded abundance of MPs at point 5 reached the highest value observed, measuring 9.00 items/L. | Table S1 | Explicitly reported layer value.",,,54.0,21.317,163.0,1325000000.0,1320000000.0,311140.0,4870480.0,304973.0,2724856.0,433.0,918.0,6.2,15.4,8.700000000000001,13.2,11.0,679.0,751.0,1196.0,1064.0,577.0,638.0,37.0,13.0,53.0,39.0,2.0,0.0,0.0,0.0,47675.0,587830.0,11.0,4.0,365.0,172.0,13.8,12.3,0.719,4120639090.0
REC_00848,Luo_2024_Effectsofla,"Effects of lakeshore landcover types and environmental factors on microplastic distribution in lakes on the Inner Mongolia Plateau, China",2024,Shuai Luo,40.564531,112.697456,Summer,Other/Unknown,9000.0,Not Reported,,,,,,,,,,,,,,"Daihai lake | Inner Mongolia | Cropland  | 30% H2O2, 0.05 mol/L FeCl2 | Visual microscopy + Raman spectroscopy | Table S1; Visual estimation from Fig S2 | Table S1... Fig S2 | Table S1 | Coordinates from Table S1. Abundance estimated from Fig S2 consistent with group mean.",2020.0,2020.0,50.0,0.989,19.0,240000000.0,0.0,20370.0,862510.0,1626.0,137762.0,1317.0,1462.0,3.1,5.6000000000000005,4.4,5.0,4.2,386.0,404.0,931.0,896.0,336.0,353.0,40.0,46.0,49.0,44.0,40.0,16.0,12.0,9.0,3741.0,132210.0,0.0,1.0,269.0,175.0,12.1,12.9,0.767,4120053450.0
REC_00851,Patidar_2024_Characteri,"Characteristics, fate, and sources of microplastics contaminant in surface water and sediments of river water",2024,Kalpana Patidar,22.7936,86.1689,Spring,Bulk Water,9000.0,Not Reported,44.44,22.22,11.11,22.22,0.0,,,,,,,,,"Naginapuri chhat ghat | Jamshedpur, Jharkhand | Urban/Industrial  | H2O2 + Fe(II) (Fenton's reagent) | Stereomicroscopy + ATR-FTIR | Table 1 | W09 9 items/L | Table 1 | Polymer data only reported for aggregate. Shape percentages calculated from Table S2 counts (Total=9). 'Foam/pallets' categorized as Pellet.",2022.0,2022.0,2.0,158.082,756.0,84000000.0,0.0,2425000.0,27069180.0,6754250.0,32974930.0,162.0,311.0,1.8,3.6,2.0,26.5,25.8,1300.0,1328.0,1696.0,1664.0,879.0,881.0,32.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,197867.0,1985946.0,62.0,7.0,813.0,228.0,30.1,16.5,0.51,4120987130.0
REC_00852,Pico_2020_Pharmaceuticals,"Pharmaceuticals, pesticides, personal care products and microplastics contamination assessment of Al-Hassa irrigation network (Saudi Arabia) and its shallow lakes",2020,Yolanda Pic??,25.61064,49.64668,,Bulk Water,9000.0,Not Reported,88.9,11.1,0.0,0.0,0.0,,,,,,,,,"Al-Hubail Channel | Eastern Province, Saudi Arabia | Agricultural/Wastewater  | H2O2 (Fenton reagent) | Visual microscopy | Table S2 | 9.0 ?? 4.8 | Table S2 | Coordinates converted from DMS.",,,333.0,0.0,6.0,0.0,0.0,24170.0,87370.0,3760.0,10560.0,112.0,165.0,0.7000000000000001,1.0,1.1,26.3,26.1,72.0,75.0,1710.0,1717.0,58.0,61.0,2.0,14.0,0.0,0.0,17.0,9.0,17.0,9.0,1148.0,4312.0,3.0,7.0,106.0,136.0,10.6,17.3,0.847,2120902030.0
REC_00853,Rahman_2025_Occurrence,"Occurrence and risk assessment of microplastics in surface water, sediment, and biota of Surma River, Bangladesh",2025,Md. Hafizur Rahman,24.89,91.88,,Nets,9000.0,Not Reported,,,,,,,,,,,,,,"Surma River | Sylhet | Municipal area, local waste dumping, municipal waste dumping, boating activity  | 30% H2O2 | Stereo Microscope + FTIR | Figure 2 | Visual estimation from Fig 2b | Visual estimation from Fig 1 (Zone 2) | Value estimated visually from Figure 2b bar chart. Part of Zone 2.",,2023.0,20.0,169.898,3705.0,6000000.0,0.0,600080.0,11646190.0,1072304.0,15408171.0,21.0,354.0,0.6000000000000001,7.5,1.4,24.8,23.0,3852.0,3630.0,1439.0,1383.0,1207.0,1192.0,56.0,43.0,3.0,1.0,100.0,46.0,100.0,45.0,140107.0,917921.0,35.0,7.0,1886.0,690.0,32.6,14.2,0.579,4121504710.0
REC_00854,Rahman_2025_Occurrence,"Occurrence and risk assessment of microplastics in surface water, sediment, and biota of Surma River, Bangladesh",2025,Md. Hafizur Rahman,24.88,91.87,,Nets,9000.0,Not Reported,,,,,,,,,,,,,,"Surma River | Sylhet | Commercial area, local waste dumping, local transportation, commercial transportation, tourist??s activity  | 30% H2O2 | Stereo Microscope + FTIR | Figure 2 | Visual estimation from Fig 2b | Visual estimation from Fig 1 (Zone 3) | Value estimated visually from Figure 2b bar chart. Part of Zone 3.",,2023.0,20.0,185.967,3868.0,6000000.0,0.0,1685540.0,13331740.0,3629863.0,19038035.0,16.0,330.0,0.4,7.0,0.9,24.8,23.1,3764.0,3640.0,1440.0,1387.0,1201.0,1193.0,60.0,44.0,2.0,1.0,100.0,50.0,100.0,49.0,222987.0,1140908.0,29.0,8.0,1566.0,753.0,28.0,15.2,0.579,4121504530.0
REC_00856,Zhao_2023_Microplast,"Microplastics Pollution and Risk Assessment in Selected Surface Waters of the Wei River Plain, China",2023,Hanghang Zhao,34.5833,108.5833,Spring,Other/Unknown,9000.0,NaCl,,,,,,,,,,,,,,"Gan River | Wei River Plain, Shaanxi, China | Agricultural  | 30% H2O2 | NaCl | Microscope + FTIR | Visual estimation from Fig 2 | Fig. 2 Abundance of microplastics observed from the Wei River Plain | Calculated center point of range reported in text (34?? 20'??34?? 50' N, 108?? 00'??109?? 10' E) | Site specific coordinates not reported | Value visually estimated from bar chart. Dominant polymer PE/Fiber implied for all sites. Site described as 'lower reaches of Gan River'.",2022.0,2022.0,50.0,3.495,106.0,63000000.0,54000000.0,183340.0,1004280.0,94178.0,308756.0,549.0,832.0,2.7,4.6000000000000005,4.3,14.4,12.7,548.0,602.0,1182.0,1090.0,467.0,512.0,55.0,56.0,23.0,33.0,0.0,0.0,0.0,0.0,52908.0,491242.0,3.0,9.0,499.0,380.0,17.6,18.0,0.738,4120627870.0
REC_00857,Zhao_2023_Microplast,"Microplastics Pollution and Risk Assessment in Selected Surface Waters of the Wei River Plain, China",2023,Hanghang Zhao,34.5833,108.5833,Spring,Other/Unknown,9000.0,NaCl,,,,,,,,,,,,,,"River in Wei River Plain | Wei River Plain, Shaanxi, China | Agricultural  | 30% H2O2 | NaCl | Microscope + FTIR | Visual estimation from Fig 2 | Fig. 2 Abundance of microplastics observed from the Wei River Plain | Calculated center point of range reported in text (34?? 20'??34?? 50' N, 108?? 00'??109?? 10' E) | Site specific coordinates not reported | Value visually estimated from bar chart. Dominant polymer PE/Fiber implied for all sites.",2022.0,2022.0,50.0,3.495,106.0,63000000.0,54000000.0,183340.0,1004280.0,94178.0,308756.0,549.0,832.0,2.7,4.6000000000000005,4.3,14.4,12.7,548.0,602.0,1182.0,1090.0,467.0,512.0,55.0,56.0,23.0,33.0,0.0,0.0,0.0,0.0,52908.0,491242.0,3.0,9.0,499.0,380.0,17.6,18.0,0.738,4120627870.0
REC_00859,Yuan_2019_Microplast,"Microplastic abundance, distribution and composition in water, sediments, and wild fish from Poyang Lake, China",2019,Wenke Yuan,29.1385,116.2175,Autumn,Other/Unknown,8950.0,Not Reported,,,,,,,,,,,,,,"Poyang Lake | Southern Region | Rural areas; Fishery  | 30% H2O2 | Stereomicroscope + Raman (subset) | Table S2 | 8.95 items/L | Table S1 | Volume note: 'Two replicates of 20 L... filtered residue from each site was washed... into the bottle as one sample', implying a composite of 40L.",2017.0,2017.0,50.0,2611.678,1105.0,6132000000.0,3742000000.0,3790480.0,315717340.0,26059770.0,630677313.0,10.0,198.0,0.0,7.6,0.0,17.7,17.6,1441.0,1673.0,1141.0,1158.0,1100.0,1046.0,40.0,24.0,4.0,6.0,100.0,10.0,0.0,7.0,79.0,16014651.0,0.0,13.0,0.0,334.0,2.7,12.4,0.7030000000000001,4120791440.0
REC_00860,Wang_2017_Microplast,"Microplastics pollution in inland freshwaters of China: A case study in urban surface waters of Wuhan, China",2017,Wenfeng Wang,30.5995,114.2673,Spring,Pumps,8925.0,Not Reported,86.27,6.16,5.6,1.96,0.0,,,,,,,,,"Bei Lake | Wuhan, China | Urban/Residential  | 30% H2O2 | Stereoscopic microscope, SEM, FT-IR | Table S2 | 8925 ?? 1591 | Calculated center point from Table S1 (BH1, BH2) | Authors provided site-level means in Table S2 but not raw replicate data. | Polymer data only reported for the whole study, not per site. QA blank check showed negligible contamination.",2016.0,2016.0,50.0,23090.238,568.0,160325000000.0,131835000000.0,11150530.000000002,7176066250.0,146257594.0,31427532000.0,25.0,1911.0,0.6000000000000001,14.4,1.1,17.2,10.4,1231.0,973.0,1131.0,978.0,1003.0,763.0,5.0,19.0,0.0,34.0,100.0,2.0,68.0,1.0,990162.0,284319438.0,93.0,5.0,91143.0,210.0,40.6,11.2,0.739,4120746380.0
REC_00861,Environmental Toxicology and Pharmacology 101 (2023) 104207,"Characterization of microplastics and its pollution load index in freshwater Kumaraswamy Lake of Coimbatore, India",2023,Davis Ephsy,11.00014,76.945,Winter,Bulk Water,8910.0,Not Reported,,,,,,,,,,,,,,"Kumaraswamy Lake | Coimbatore, Tamil Nadu | Urban  | 30% H2O2 + 0.05 M Fe(II) | Microscope + FESEM + ATR-FTIR | Section 3.1 | 8.91 ?? 0.57 particles/L (post-monsoon) | Text (Lake Center) | Coordinates inferred from lake center.",2019.0,2019.0,0.45,9.6,449.0,2000000.0,0.0,299410.0,1216360.0,247201.0,651593.0,416.0,587.0,0.7000000000000001,6.4,1.7000000000000002,26.3,25.0,622.0,952.0,1634.0,1560.0,525.0,762.0,60.0,63.0,0.0,0.0,2.0,0.0,0.0,0.0,159183.0,962101.0,73.0,23.0,3437.0,1175.0,34.2,22.0,0.773,4121148710.0
REC_00863,Ding_2019_Microplast,"Microplastics in surface waters and sediments of the Wei River, in the northwest of China",2019,Ling Ding,34.3241,108.7088,Winter,Pumps,8900.0,NaCl,,,,,,,,,,,,,,"Wei River | Northwest China | Rural  | 30% H2O2 | NaCl | FTIR | Figure 2 and Table S1 | Visual estimation from Fig 2 (~8.9 items/L); Table S1: 108??42??3160??, 34??19??2663?? | Table S1 | Countryside, rural area.",2017.0,2017.0,75.0,184.233,120.0,1000000000.0,922000000.0,707520.0,73119670.0,1753030.0,74556977.0,452.0,1643.0,0.6000000000000001,12.6,4.6000000000000005,14.8,8.9,549.0,607.0,1209.0,950.0,467.0,515.0,37.0,48.0,2.0,29.0,6.0,0.0,0.0,0.0,323567.0,12430538.0,71.0,7.0,2786.0,377.0,30.8,14.9,0.738,4120635060.0
REC_00864,Wang_2021_Microplast,Microplastic pollution in sophisticated urban river systems: Combined influence of land-use types and physicochemical characteristics,2021,Wang T.,31.081422,121.500486,Summer,Bulk Water,8830.0,Not Reported,,,,,,,,,,,,,,Urban river system (Shanghai) | Shanghai | Urban  | H2O2 30% | Stereomicroscope; FTIR | Table S3 | 8.83 | Table S1 | Land use classified as Urban (>50% in Table S4).,2019.0,2019.0,200.0,30.465,446.0,234000000.0,0.0,555540.0,4185730.0,581569.0,2388750.0,5.0,4.0,0.1,0.0,0.4,16.2,16.0,1057.0,1029.0,1022.0,1035.0,895.0,872.0,53.0,62.0,0.0,0.0,8.0,23.0,0.0,12.0,531110.0,4518490.0,100.0,71.0,4549.0,2645.0,33.1,28.200000000000003,0.864,4121424080.0
REC_00866,Mahmud_2025_Criticalan,"Critical analysis, characterization, and treatment of microplastics in the peripheral rivers of Dhaka city: Buriganga and Turag",2025,Foysal Mahmud,23.706,90.40578,Summer,Nets,8810.0,NaCl,,,,,,,,,,,,,,"Buriganga River | Dhaka | Launch operations, plastic waste  | H2O2 + Fe2+ (WPO) | NaCl | Visual sorting, ATR-FTIR, SEM-EDX | Table S1 | BWW3 ... 8.81??0.23 MP/L | Table 1 | Site name: Sadarghat Launch Terminal. Polymers found: PE (Table S3). Dispersion represents analytical variability (triplicate counting).",2023.0,2023.0,50.0,186.45,1462.0,9000000.0,0.0,1689840.0,22197640.0,4372359.0,32119701.0,8.0,16.0,0.2,0.2,0.6000000000000001,26.1,25.6,1977.0,1974.0,1449.0,1463.0,1083.0,1065.0,30.0,76.0,3.0,4.0,100.0,100.0,100.0,100.0,2176018.0,11081453.0,100.0,33.0,2965.0,1779.0,21.700000000000003,21.4,0.579,4120965450.0
REC_00867,Ding_2019_Microplast,"Microplastics in surface waters and sediments of the Wei River, in the northwest of China",2019,Ling Ding,34.3656,107.3045,Winter,Pumps,8800.0,NaCl,,,,,,,,,,,,,,"Qian River | Northwest China   | 30% H2O2 | NaCl | FTIR | Figure 2 and Table S1 | Visual estimation from Fig 2 (~8.8 items/L); Table S1: 107??18??1614??, 34??21??5629?? | Table S1 | Lower reaches of the Qian River.",2017.0,2017.0,75.0,11.928,169.0,419000000.0,411000000.0,356770.0,3699810.0,292402.0,1730913.0,711.0,1304.0,2.6,12.0,14.8,13.0,10.2,677.0,640.0,1082.0,999.0,576.0,545.0,70.0,42.0,23.0,35.0,5.0,0.0,0.0,0.0,120116.0,581833.0,35.0,5.0,1535.0,267.0,22.8,14.1,0.738,4120634710.0
REC_00868,Huang_2021_Theoccurre,"The occurrence and abundance of microplastics in surface water and sediment of the West River downstream, in the south of China",2021,Daofen Huang,23.1601,112.286888,Summer,Bulk Water,8800.0,Other,,,,,,32.58,44.94,22.47,0.0,0.0,0.0,0.0,0.0,West River | South China | Commercial/Public/Recreational  | 30% H2O2 | None (Filtration only) | Microscope + FTIR | Table S1; Figure 2 | Visual estimation from Fig 2 | Table S1 | Site in Commercial/Public/Recreational area. Abundance visually estimated from Figure 2. Polymer composition from study-wide Table S2.,2019.0,2019.0,75.0,7225.981,886.0,44659000000.0,25545000000.0,9302360.0,1759051560.0,85467820.0,5723319000.0,172.0,722.0,12.7,12.3,8.8,21.8,19.0,1614.0,1391.0,1270.0,1239.0,1138.0,1031.0,9.0,16.0,3.0,35.0,19.0,1.0,9.0,0.0,20156.0,58565531.0,5.0,6.0,194.0,176.0,13.3,12.0,0.775,4120978150.0
REC_00869,Yoon_2024_Assessingth,"Assessing the abundance, sources, and potential ecological risk assessment of microplastics using their particle and mass units in Uiam Lake, South Korea",2024,Soyeong Yoon,37.88367,127.71025,Spring,Bulk Water,8800.0,Not Reported,16.36,83.64,,,,,,,,,,,,Uiam Lake | Chuncheon | Upstream  | H2O2 (30%) | micro-FTIR | Table S4 | 8800 | Table 1 (Text Section 2.1) | Shape % is seasonal average for the whole lake. Dominant polymer PES/PET >81% for all sites in Spring.,2023.0,2023.0,10.0,148.451,634.0,4145000000.0,4128000000.0,1121200.0,29124260.0,2330982.0,32417896.0,244.0,577.0,10.8,15.7,9.5,10.0,7.9,1343.0,1392.0,1024.0,908.0,915.0,854.0,5.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,48259.0,501746.0,25.0,3.0,1029.0,331.0,23.5,9.2,0.901,4121339150.0
